id,structure_9ac10,structure_5b5aa,structure_0863f,structure_d5b1a,structure_d6b45,structure_e7c5d,structure_d778c,structure_38e0d,structure_3a926,structure_e8200,structure_56afb,structure_8f744,structure_6cf05,structure_771a1,structure_eeed7,structure_4dce7,structure_1eb87,structure_ab85b,structure_7532d,structure_9b992,structure_718d5,structure_26262,structure_19b20,structure_aaeb5,structure_d558d,structure_b0102,structure_2f75f,structure_a0be8,structure_9511e,structure_78c41,structure_ff0de,structure_67365,structure_a1464,structure_a443e,structure_348ad,structure_b2773,structure_21b2f,structure_f5c02,structure_5307f,structure_9d4e6,structure_50ed3,structure_66441,structure_16911,structure_fcf38,structure_ee1b1,structure_452d3,structure_10607,structure_9667f,structure_a306a,structure_69fdc,structure_b03fb,structure_6ed07,structure_c3497,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
808bb,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,gpt-4-turbo_1,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,-47.89567481761076,-20.07776141602035,27.166711309143366,14.020897134207189,117529840.88598628,157.07523982749368,True,True,False
7fef2,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo_1,0.3447929194486366,0.33777045698278346,1.977140259650992,9.447574508772231,97547504.57040673,211.400095739807,False,False,False
10423,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,1.051802151803971,-0.6148574326331876,4.1774363286126315,9.38054818273522,98479918.7241168,206.65484753070027,False,True,False
daad6,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,original,original,-8.63102886772408,-4.750801609022288,9.361349431934324,10.298505911114626,102528102.62788068,195.47500918225887,True,True,False
f0d07,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo_1,-0.5587675762164481,-1.217902241171803,6.009317806646657,9.53323440910317,99070167.5725202,202.70413724877034,True,True,False
0cad9,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,-0.3749661072854585,-0.6041923336400036,4.265644902279292,9.515809548692777,98469479.92701632,206.4646133244386,True,True,False
9b7c4,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,-5.178808629147844,-4.181707129368385,10.17831189122346,9.971226395270786,101971083.7190164,193.7131146347316,True,True,False
b134b,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,-28.000313837472714,-14.19557416837656,16.85094116051435,12.134764831187203,111772467.30469534,179.32265030732032,True,True,False
4867d,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,original,gpt-4-turbo,original,original,original,original,original,0.6623231526732879,-0.9702321716241293,-0.22884535965422553,9.41747181143146,98827752.7946055,216.1576142651495,False,True,True
62649,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,-0.11615781456016734,-1.0810829174825534,1.9924934110753727,9.49127384503372,98936251.40724781,211.36698450749222,True,True,False
9633e,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,original,original,original,original,original,original,gpt-4-turbo_1,-3.905161858657217,0.3729494875464027,4.423225059970718,9.850481347274036,97513072.00091253,206.12476953176716,True,False,False
6291c,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,-1.3938103065041736,-0.6486562742045815,6.192653877904662,9.612398645910435,98513000.39073993,202.30874720282426,True,True,False
da235,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo_1,original,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo_1,-45.7267196594474,-17.413269368005658,27.891669690121844,13.815274507319554,114921886.48417011,155.51176502628726,True,True,False
ff3ab,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,original,-1.7758994311757446,-0.025125778537213705,5.987073489692971,9.648621695162728,97902700.53938404,202.75211024962067,True,True,False
68234,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,-0.8987814844402917,0.13270915214981827,2.7192940346665675,9.565468617691659,97748214.69561794,209.7995366507584,True,False,False
26ce5,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,gpt-4-turbo,original,original,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-7.146614318462048,-0.7838334110861325,8.092718308017217,10.15777952594217,98645309.21463671,198.21099078660072,True,True,False
1ee04,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,0.6166712621539514,0.16408102705632888,3.9382845988329684,9.421799730160274,97717508.49804583,207.17061190143664,False,False,False
97de1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,-0.18439873279011051,0.1741025820239329,1.0784020765369413,9.497743262723088,97707699.5896611,213.33835114735786,True,False,False
292eb,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,-2.934105461864038,0.03343518256761222,0.5984856275885756,9.758422658825292,97845382.17868496,214.3733585275091,True,False,False
e757b,original,original,gpt-4-turbo,original,original,gpt-4-turbo_1,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,claude-v3-sonnet,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,-3.7940228767881052,0.0342310763075773,5.218755044105947,9.839945080853067,97844603.17295137,204.40909713396576,True,False,False
ab6f3,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,original,original,claude-v3-sonnet,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,0.08648103545522194,-0.1386095021043011,3.4668198395709595,9.472063151584006,98013776.2607891,208.18739202303217,False,True,False
23982,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,-30.385900413199007,-13.512645121778002,15.402078411982227,12.360924683557823,111104029.27556634,182.44732678140866,True,True,False
8e9d4,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,original,original,-32.90656870578099,-13.57927584919409,18.90997627762306,12.599890636303462,111169246.17084305,174.8820512262344,True,True,False
6a3b1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,-2.0756018793501356,-0.49232457069395996,2.5528219326075,9.677034271811134,98359985.87729159,210.15855717318055,True,True,False
90780,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo_1,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,-2.0881462007109386,-0.41799300369604836,5.323826127767482,9.67822350631468,98287231.54593956,204.18249655115915,True,True,False
38f42,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,claude-v3-sonnet,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,-2.351562670384883,0.7112150375409705,3.93136192974134,9.70319607721176,97181984.080891,207.1855416118391,True,False,False
c3cd8,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,original,gpt-4-turbo,original,claude-v3-sonnet,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,0.14245035838496273,-0.5846401895525213,5.985570463546646,9.466757113253697,98450342.65832907,202.7553517370867,False,True,False
26f8c,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,-0.949275978631161,-0.8681171584107311,1.7086585338526408,9.570255627925508,98727804.55178757,211.97911437575073,True,True,False
25c98,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,-0.5910357190365313,-1.8423248504948313,1.9619092945655907,9.536293513514101,99681340.6078426,211.43294346008156,True,True,False
3245c,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,-1.5991641272978203,-0.4631325341342237,7.740489794525527,9.631866725697183,98331413.26424864,198.97062115926758,True,True,False
eddf4,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,-1.08056388164467,-0.975443885648501,-2.065421818717889,9.58270206481684,98832853.92168185,220.11844993458385,True,True,True
00da3,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,gpt-4-turbo,original,original,original,original,original,original,original,original,1.4065119688972738,-0.8695659473188514,2.7816749008458643,9.346920763514936,98729222.59895834,209.665003531468,False,True,False
977ac,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,gpt-4-turbo_1,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,3.2757836953196926,-2.0443473702086603,-0.5325124717491361,9.169708910468035,99879076.42767596,216.8125151397,False,True,True
931a9,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,claude-v3-sonnet,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,-6.0316502384263355,-2.5207977723677413,3.559418367801068,10.052078012400306,100345417.06640434,207.9876902617791,True,True,False
e0f36,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,2.1504856909127943,-0.9235831708290801,-3.123802082802052,9.276390107092448,98782093.63527176,222.40099596261425,False,True,True
