id,structure_9ac10,structure_5b5aa,structure_0863f,structure_d5b1a,structure_d6b45,structure_e7c5d,structure_d778c,structure_38e0d,structure_3a926,structure_e8200,structure_56afb,structure_8f744,structure_6cf05,structure_771a1,structure_eeed7,structure_4dce7,structure_1eb87,structure_ab85b,structure_7532d,structure_9b992,structure_718d5,structure_26262,structure_19b20,structure_aaeb5,structure_d558d,structure_b0102,structure_2f75f,structure_a0be8,structure_9511e,structure_78c41,structure_ff0de,structure_67365,structure_a1464,structure_a443e,structure_348ad,structure_b2773,structure_21b2f,structure_f5c02,structure_5307f,structure_9d4e6,structure_50ed3,structure_66441,structure_16911,structure_fcf38,structure_ee1b1,structure_452d3,structure_10607,structure_9667f,structure_a306a,structure_69fdc,structure_b03fb,structure_6ed07,structure_c3497,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
3d404,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo_1,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,original,original,original,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.3658509548045952,-0.6339277607167771,1.7232652354668154,9.514945408375933,98498584.40041587,211.94761296752964,True,True,False
b9317,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,original,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,original,original,-17.691245009469775,-6.525584495622946,11.51844368318149,11.157438119198195,104265226.53666732,190.8229317745873,True,True,False
16e1d,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,-17.467900712057318,-7.028471883364356,13.829152385871728,11.13626449513249,104757443.1966702,185.8395631780226,True,True,False
b436f,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,-25.702493900202125,-11.108746920539023,14.577846621722856,11.91692548589781,108751139.20028524,184.22489866447933,True,True,False
5c917,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,original,original,-0.43260625978934697,-0.08722837971337859,-0.8274436974634541,9.521273986040615,97963485.39037366,217.44857584551718,True,True,True
11314,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,original,original,original,original,-0.4689518184483453,-2.148445096640531,-1.1988103320066363,9.524719640146941,99980965.31267726,218.2494802703111,True,True,True
8298a,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,2.857548915154358,-1.5009521465287974,-3.195049355632606,9.209358662483282,99347211.46430416,222.55465073597503,False,True,True
abe83,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,claude-v3-sonnet,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,-2.3725901210384084,-2.4547076196278876,4.8072841284599255,9.705189534579404,100280729.27539253,205.2964920864506,True,True,False
188b5,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,original,-3.5287675983076423,-0.66097153758558,4.045984328663766,9.814798186067492,98525054.3375205,206.93834227313064,True,True,False
1a57a,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo_1,-8.816007081809927,-1.4453976929887289,10.8083786160035,10.316042330046184,99292835.81632343,192.35428704804633,True,True,False
8655b,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,-3.132496983974152,-0.16369995547321414,3.6539821230222227,9.777230694470926,98038334.32181081,207.7837502118742,True,True,False
4e3b2,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,-1.0479254473839867,-0.37104308625970006,3.8035344265160456,9.57960785580799,98241277.85509096,207.46121961686353,True,True,False
972ed,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,gpt-4-turbo_1,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,-8.823393517936758,-4.392282878289007,8.989857165708024,10.31674258352723,102177191.27776197,196.27618454946264,True,True,False
9bc7e,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,-18.6422266921882,-8.852828385772188,15.917642329612505,11.247593672201038,106543088.82262789,181.33544061693914,True,True,False
58933,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,original,original,original,gpt-4-turbo,original,original,-0.6846856679651591,0.27906185761864755,3.981631239730099,9.545171773829498,97604967.43664056,207.0771287684213,True,False,False
7d4ef,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,0.04280084749542721,0.34690856207073245,2.0484139282266334,9.47620414774865,97538560.36604849,211.2463840403062,False,False,False
190ff,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,2.3868646716194286,-0.7024648284353722,-2.9368617276394753,9.253980760928243,98565667.18551086,221.99783277105175,False,True,True
55cad,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-16.399746038085745,-8.066235064431073,13.193271735528787,11.035000635823234,105773186.16280976,187.21092931361244,True,True,False
3cd36,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo_1,original,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,-2.210478095190025,0.13246953619877974,9.029850382787108,9.689820890151896,97748449.22717705,196.18993354697346,True,False,False
9267d,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,1.1223556478734533,-1.4480387854769692,-2.6440570814561304,9.373859526612796,99295420.86767888,221.3663583333524,False,True,True
4653a,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,gpt-4-turbo_1,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,-2.3273224513805393,-0.5948062359473315,5.841927079668922,9.70089804099407,98460292.99218883,203.06513891514473,True,True,False
87112,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,-3.12345317885289,-0.378350159840381,1.1415900098081633,9.776373318070545,98248429.8804548,213.2020774742726,True,True,False
1bb0c,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,claude-v3-sonnet,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,-2.9247637755976297,-1.5579080432024206,2.205066457955072,9.757537042512558,99402958.81830736,210.90854080791942,True,True,False
b1e12,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,-8.470527577260588,-1.4834947004015187,8.52355915298656,10.283289968618192,99330124.44634664,197.2818218548189,True,True,False
7d8d3,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,-3.6717578917640257,0.7300954890900925,4.499671471161974,9.82835404020734,97163504.25215122,205.95990208464713,True,False,False
6174b,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo_1,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,-31.03184444673095,-9.866876749919117,21.680528148191552,12.422161868889816,107535620.17467375,168.90696610586843,True,True,False
3072d,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,claude-v3-sonnet,original,original,original,original,original,original,gpt-4-turbo,original,original,-16.578686914727513,-6.6918804647252745,11.00867467160567,11.051964699360543,104427993.88474323,191.92232040839957,True,True,False
d751d,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,claude-v3-sonnet,original,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo_1,-1.9669053919690098,-1.5328341072077896,4.013855778334798,9.666729560261592,99378416.92417906,207.0076320146615,True,True,False
83ba6,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,-3.8062154481607253,1.3076739402153033,4.215938695771524,9.84110096853692,96598181.39253582,206.5718117559314,True,False,False
51b28,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo_1,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,claude-v3-sonnet,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,-3.240316195609494,0.06614463077869306,8.146800215312794,9.787452237983235,97813366.78967053,198.09435554039018,True,False,False
